 wnr  wal  wbb  wab  num
30.0 0.10 1.50 0.50    2
30.0 0.10 1.50 0.75    4
30.0 0.10 1.50 1.00    4
30.0 0.10 1.50 1.25    4
30.0 0.10 1.75 0.50    2
30.0 0.10 1.75 0.75    4
30.0 0.10 1.75 1.00    4
30.0 0.10 1.75 1.25    4
30.0 0.10 2.00 0.50    2
30.0 0.10 2.00 0.75    4
30.0 0.10 2.00 1.00    4
30.0 0.10 2.00 1.25    4
30.0 0.10 2.25 0.50    2
30.0 0.10 2.25 0.75    4
30.0 0.10 2.25 1.00    4
30.0 0.10 2.25 1.25    4
30.0 0.15 1.50 0.50    2
30.0 0.15 1.50 0.75    4
30.0 0.15 1.50 1.00    4
30.0 0.15 1.50 1.25    4
30.0 0.15 1.75 0.50    2
30.0 0.15 1.75 0.75    4
30.0 0.15 1.75 1.00    4
30.0 0.15 1.75 1.25    4
30.0 0.15 2.00 0.50    2
30.0 0.15 2.00 0.75    4
30.0 0.15 2.00 1.00    4
30.0 0.15 2.00 1.25    4
30.0 0.15 2.25 0.50    2
30.0 0.15 2.25 0.75    4
30.0 0.15 2.25 1.00    4
30.0 0.15 2.25 1.25    4
30.0 0.20 1.50 0.50    3
30.0 0.20 1.50 0.75    4
30.0 0.20 1.50 1.00    4
30.0 0.20 1.50 1.25    4
30.0 0.20 1.75 0.50    3
30.0 0.20 1.75 0.75    4
30.0 0.20 1.75 1.00    4
30.0 0.20 1.75 1.25    4
30.0 0.20 2.00 0.50    3
30.0 0.20 2.00 0.75    4
30.0 0.20 2.00 1.00    4
30.0 0.20 2.00 1.25    4
30.0 0.20 2.25 0.50    3
30.0 0.20 2.25 0.75    4
30.0 0.20 2.25 1.00    4
30.0 0.20 2.25 1.25    4
30.0 0.25 1.50 0.50    3
30.0 0.25 1.50 0.75    4
30.0 0.25 1.50 1.00    4
30.0 0.25 1.50 1.25    4
30.0 0.25 1.75 0.50    3
30.0 0.25 1.75 0.75    4
30.0 0.25 1.75 1.00    4
30.0 0.25 1.75 1.25    4
30.0 0.25 2.00 0.50    3
30.0 0.25 2.00 0.75    4
30.0 0.25 2.00 1.00    4
30.0 0.25 2.00 1.25    4
30.0 0.25 2.25 0.50    3
30.0 0.25 2.25 0.75    0
30.0 0.25 2.25 1.00    4
30.0 0.25 2.25 1.25    4
40.0 0.10 1.50 0.50    1
40.0 0.10 1.50 0.75    3
40.0 0.10 1.50 1.00    4
40.0 0.10 1.50 1.25    4
40.0 0.10 1.75 0.50    1
40.0 0.10 1.75 0.75    3
40.0 0.10 1.75 1.00    4
40.0 0.10 1.75 1.25    4
40.0 0.10 2.00 0.50    1
40.0 0.10 2.00 0.75    3
40.0 0.10 2.00 1.00    4
40.0 0.10 2.00 1.25    4
40.0 0.10 2.25 0.50    1
40.0 0.10 2.25 0.75    2
40.0 0.10 2.25 1.00    4
40.0 0.10 2.25 1.25    4
40.0 0.15 1.50 0.50    1
40.0 0.15 1.50 0.75    3
40.0 0.15 1.50 1.00    4
40.0 0.15 1.50 1.25    4
40.0 0.15 1.75 0.50    1
40.0 0.15 1.75 0.75    3
40.0 0.15 1.75 1.00    4
40.0 0.15 1.75 1.25    4
40.0 0.15 2.00 0.50    1
40.0 0.15 2.00 0.75    3
40.0 0.15 2.00 1.00    4
40.0 0.15 2.00 1.25    4
40.0 0.15 2.25 0.50    1
40.0 0.15 2.25 0.75    3
40.0 0.15 2.25 1.00    4
40.0 0.15 2.25 1.25    4
40.0 0.20 1.50 0.50    1
40.0 0.20 1.50 0.75    3
40.0 0.20 1.50 1.00    4
40.0 0.20 1.50 1.25    4
40.0 0.20 1.75 0.50    1
40.0 0.20 1.75 0.75    3
40.0 0.20 1.75 1.00    4
40.0 0.20 1.75 1.25    4
40.0 0.20 2.00 0.50    1
40.0 0.20 2.00 0.75    3
40.0 0.20 2.00 1.00    4
40.0 0.20 2.00 1.25    4
40.0 0.20 2.25 0.50    1
40.0 0.20 2.25 0.75    3
40.0 0.20 2.25 1.00    4
40.0 0.20 2.25 1.25    4
40.0 0.25 1.50 0.50    1
40.0 0.25 1.50 0.75    3
40.0 0.25 1.50 1.00    4
40.0 0.25 1.50 1.25    4
40.0 0.25 1.75 0.50    1
40.0 0.25 1.75 0.75    3
40.0 0.25 1.75 1.00    4
40.0 0.25 1.75 1.25    4
40.0 0.25 2.00 0.50    1
40.0 0.25 2.00 0.75    3
40.0 0.25 2.00 1.00    4
40.0 0.25 2.00 1.25    4
40.0 0.25 2.25 0.50    1
40.0 0.25 2.25 0.75    3
40.0 0.25 2.25 1.00    4
40.0 0.25 2.25 1.25    4
70.0 0.10 1.50 0.50    1
70.0 0.10 1.50 0.75    1
70.0 0.10 1.50 1.00    1
70.0 0.10 1.50 1.25    2
70.0 0.10 1.75 0.50    1
70.0 0.10 1.75 0.75    1
70.0 0.10 1.75 1.00    1
70.0 0.10 1.75 1.25    2
70.0 0.10 2.00 0.50    1
70.0 0.10 2.00 0.75    1
70.0 0.10 2.00 1.00    1
70.0 0.10 2.00 1.25    2
70.0 0.10 2.25 0.50    1
70.0 0.10 2.25 0.75    1
70.0 0.10 2.25 1.00    1
70.0 0.10 2.25 1.25    2
70.0 0.15 1.50 0.50    1
70.0 0.15 1.50 0.75    1
70.0 0.15 1.50 1.00    1
70.0 0.15 1.50 1.25    2
70.0 0.15 1.75 0.50    1
70.0 0.15 1.75 0.75    1
70.0 0.15 1.75 1.00    1
70.0 0.15 1.75 1.25    2
70.0 0.15 2.00 0.50    1
70.0 0.15 2.00 0.75    1
70.0 0.15 2.00 1.00    1
70.0 0.15 2.00 1.25    2
70.0 0.15 2.25 0.50    1
70.0 0.15 2.25 0.75    1
70.0 0.15 2.25 1.00    1
70.0 0.15 2.25 1.25    2
70.0 0.20 1.50 0.50    1
70.0 0.20 1.50 0.75    1
70.0 0.20 1.50 1.00    1
70.0 0.20 1.50 1.25    3
70.0 0.20 1.75 0.50    1
70.0 0.20 1.75 0.75    1
70.0 0.20 1.75 1.00    1
70.0 0.20 1.75 1.25    2
70.0 0.20 2.00 0.50    1
70.0 0.20 2.00 0.75    1
70.0 0.20 2.00 1.00    1
70.0 0.20 2.00 1.25    2
70.0 0.20 2.25 0.50    1
70.0 0.20 2.25 0.75    1
70.0 0.20 2.25 1.00    1
70.0 0.20 2.25 1.25    2
70.0 0.25 1.50 0.50    1
70.0 0.25 1.50 0.75    1
70.0 0.25 1.50 1.00    1
70.0 0.25 1.50 1.25    3
70.0 0.25 1.75 0.50    1
70.0 0.25 1.75 0.75    1
70.0 0.25 1.75 1.00    1
70.0 0.25 1.75 1.25    3
70.0 0.25 2.00 0.50    1
70.0 0.25 2.00 0.75    1
70.0 0.25 2.00 1.00    1
70.0 0.25 2.00 1.25    3
70.0 0.25 2.25 0.50    1
70.0 0.25 2.25 0.75    1
70.0 0.25 2.25 1.00    1
70.0 0.25 2.25 1.25    3
80.0 0.10 1.50 0.50    1
80.0 0.10 1.50 0.75    1
80.0 0.10 1.50 1.00    1
80.0 0.10 1.50 1.25    1
80.0 0.10 1.75 0.50    1
80.0 0.10 1.75 0.75    1
80.0 0.10 1.75 1.00    1
80.0 0.10 1.75 1.25    1
80.0 0.10 2.00 0.50    1
80.0 0.10 2.00 0.75    1
80.0 0.10 2.00 1.00    1
80.0 0.10 2.00 1.25    1
80.0 0.10 2.25 0.50    1
80.0 0.10 2.25 0.75    1
80.0 0.10 2.25 1.00    1
80.0 0.10 2.25 1.25    1
80.0 0.15 1.50 0.50    1
80.0 0.15 1.50 0.75    1
80.0 0.15 1.50 1.00    1
80.0 0.15 1.50 1.25    1
80.0 0.15 1.75 0.50    1
80.0 0.15 1.75 0.75    1
80.0 0.15 1.75 1.00    1
80.0 0.15 1.75 1.25    1
80.0 0.15 2.00 0.50    1
80.0 0.15 2.00 0.75    1
80.0 0.15 2.00 1.00    1
80.0 0.15 2.00 1.25    1
80.0 0.15 2.25 0.50    1
80.0 0.15 2.25 0.75    1
80.0 0.15 2.25 1.00    1
80.0 0.15 2.25 1.25    1
80.0 0.20 1.50 0.50    1
80.0 0.20 1.50 0.75    1
80.0 0.20 1.50 1.00    1
80.0 0.20 1.50 1.25    1
80.0 0.20 1.75 0.50    1
80.0 0.20 1.75 0.75    1
80.0 0.20 1.75 1.00    1
80.0 0.20 1.75 1.25    1
80.0 0.20 2.00 0.50    1
80.0 0.20 2.00 0.75    1
80.0 0.20 2.00 1.00    1
80.0 0.20 2.00 1.25    1
80.0 0.20 2.25 0.50    1
80.0 0.20 2.25 0.75    1
80.0 0.20 2.25 1.00    1
80.0 0.20 2.25 1.25    1
80.0 0.25 1.50 0.50    1
80.0 0.25 1.50 0.75    1
80.0 0.25 1.50 1.00    1
80.0 0.25 1.50 1.25    1
80.0 0.25 1.75 0.50    1
80.0 0.25 1.75 0.75    1
80.0 0.25 1.75 1.00    1
80.0 0.25 1.75 1.25    1
80.0 0.25 2.00 0.50    1
80.0 0.25 2.00 0.75    1
80.0 0.25 2.00 1.00    1
80.0 0.25 2.00 1.25    1
80.0 0.25 2.25 0.50    1
80.0 0.25 2.25 0.75    1
80.0 0.25 2.25 1.00    1
80.0 0.25 2.25 1.25    1
