 wnr  wal  wbb  wab  num
30.0 0.10 1.50 0.50    4
30.0 0.10 1.50 0.75    5
30.0 0.10 1.50 1.00    5
30.0 0.10 1.50 1.25    5
30.0 0.10 1.75 0.50    4
30.0 0.10 1.75 0.75    5
30.0 0.10 1.75 1.00    5
30.0 0.10 1.75 1.25    5
30.0 0.10 2.00 0.50    4
30.0 0.10 2.00 0.75    5
30.0 0.10 2.00 1.00    5
30.0 0.10 2.00 1.25    5
30.0 0.10 2.25 0.50    4
30.0 0.10 2.25 0.75    5
30.0 0.10 2.25 1.00    0
30.0 0.10 2.25 1.25    5
30.0 0.15 1.50 0.50    4
30.0 0.15 1.50 0.75    5
30.0 0.15 1.50 1.00    5
30.0 0.15 1.50 1.25    6
30.0 0.15 1.75 0.50    4
30.0 0.15 1.75 0.75    5
30.0 0.15 1.75 1.00    5
30.0 0.15 1.75 1.25    5
30.0 0.15 2.00 0.50    4
30.0 0.15 2.00 0.75    5
30.0 0.15 2.00 1.00    5
30.0 0.15 2.00 1.25    5
30.0 0.15 2.25 0.50    4
30.0 0.15 2.25 0.75    5
30.0 0.15 2.25 1.00    5
30.0 0.15 2.25 1.25    5
30.0 0.20 1.50 0.50    5
30.0 0.20 1.50 0.75    5
30.0 0.20 1.50 1.00    5
30.0 0.20 1.50 1.25    6
30.0 0.20 1.75 0.50    4
30.0 0.20 1.75 0.75    5
30.0 0.20 1.75 1.00    5
30.0 0.20 1.75 1.25    6
30.0 0.20 2.00 0.50    4
30.0 0.20 2.00 0.75    5
30.0 0.20 2.00 1.00    5
30.0 0.20 2.00 1.25    6
30.0 0.20 2.25 0.50    4
30.0 0.20 2.25 0.75    5
30.0 0.20 2.25 1.00    5
30.0 0.20 2.25 1.25    6
30.0 0.25 1.50 0.50    5
30.0 0.25 1.50 0.75    5
30.0 0.25 1.50 1.00    5
30.0 0.25 1.50 1.25    6
30.0 0.25 1.75 0.50    5
30.0 0.25 1.75 0.75    5
30.0 0.25 1.75 1.00    5
30.0 0.25 1.75 1.25    6
30.0 0.25 2.00 0.50    5
30.0 0.25 2.00 0.75    5
30.0 0.25 2.00 1.00    5
30.0 0.25 2.00 1.25    6
30.0 0.25 2.25 0.50    4
30.0 0.25 2.25 0.75    5
30.0 0.25 2.25 1.00    5
30.0 0.25 2.25 1.25    6
40.0 0.10 1.50 0.50    1
40.0 0.10 1.50 0.75    5
40.0 0.10 1.50 1.00    5
40.0 0.10 1.50 1.25    5
40.0 0.10 1.75 0.50    1
40.0 0.10 1.75 0.75    5
40.0 0.10 1.75 1.00    5
40.0 0.10 1.75 1.25    5
40.0 0.10 2.00 0.50    1
40.0 0.10 2.00 0.75    5
40.0 0.10 2.00 1.00    5
40.0 0.10 2.00 1.25    5
40.0 0.10 2.25 0.50    1
40.0 0.10 2.25 0.75    4
40.0 0.10 2.25 1.00    5
40.0 0.10 2.25 1.25    5
40.0 0.15 1.50 0.50    1
40.0 0.15 1.50 0.75    5
40.0 0.15 1.50 1.00    5
40.0 0.15 1.50 1.25    5
40.0 0.15 1.75 0.50    1
40.0 0.15 1.75 0.75    5
40.0 0.15 1.75 1.00    5
40.0 0.15 1.75 1.25    5
40.0 0.15 2.00 0.50    1
40.0 0.15 2.00 0.75    5
40.0 0.15 2.00 1.00    5
40.0 0.15 2.00 1.25    5
40.0 0.15 2.25 0.50    0
40.0 0.15 2.25 0.75    5
40.0 0.15 2.25 1.00    5
40.0 0.15 2.25 1.25    5
40.0 0.20 1.50 0.50    2
40.0 0.20 1.50 0.75    5
40.0 0.20 1.50 1.00    5
40.0 0.20 1.50 1.25    5
40.0 0.20 1.75 0.50    2
40.0 0.20 1.75 0.75    5
40.0 0.20 1.75 1.00    5
40.0 0.20 1.75 1.25    5
40.0 0.20 2.00 0.50    2
40.0 0.20 2.00 0.75    5
40.0 0.20 2.00 1.00    5
40.0 0.20 2.00 1.25    5
40.0 0.20 2.25 0.50    2
40.0 0.20 2.25 0.75    5
40.0 0.20 2.25 1.00    5
40.0 0.20 2.25 1.25    5
40.0 0.25 1.50 0.50    3
40.0 0.25 1.50 0.75    5
40.0 0.25 1.50 1.00    5
40.0 0.25 1.50 1.25    5
40.0 0.25 1.75 0.50    3
40.0 0.25 1.75 0.75    5
40.0 0.25 1.75 1.00    5
40.0 0.25 1.75 1.25    5
40.0 0.25 2.00 0.50    3
40.0 0.25 2.00 0.75    5
40.0 0.25 2.00 1.00    5
40.0 0.25 2.00 1.25    5
40.0 0.25 2.25 0.50    3
40.0 0.25 2.25 0.75    5
40.0 0.25 2.25 1.00    5
40.0 0.25 2.25 1.25    0
70.0 0.10 1.50 0.50    1
70.0 0.10 1.50 0.75    1
70.0 0.10 1.50 1.00    2
70.0 0.10 1.50 1.25    4
70.0 0.10 1.75 0.50    1
70.0 0.10 1.75 0.75    1
70.0 0.10 1.75 1.00    2
70.0 0.10 1.75 1.25    4
70.0 0.10 2.00 0.50    1
70.0 0.10 2.00 0.75    1
70.0 0.10 2.00 1.00    2
70.0 0.10 2.00 1.25    4
70.0 0.10 2.25 0.50    1
70.0 0.10 2.25 0.75    1
70.0 0.10 2.25 1.00    2
70.0 0.10 2.25 1.25    4
70.0 0.15 1.50 0.50    1
70.0 0.15 1.50 0.75    1
70.0 0.15 1.50 1.00    3
70.0 0.15 1.50 1.25    4
70.0 0.15 1.75 0.50    1
70.0 0.15 1.75 0.75    1
70.0 0.15 1.75 1.00    3
70.0 0.15 1.75 1.25    4
70.0 0.15 2.00 0.50    1
70.0 0.15 2.00 0.75    1
70.0 0.15 2.00 1.00    3
70.0 0.15 2.00 1.25    4
70.0 0.15 2.25 0.50    1
70.0 0.15 2.25 0.75    1
70.0 0.15 2.25 1.00    3
70.0 0.15 2.25 1.25    4
70.0 0.20 1.50 0.50    1
70.0 0.20 1.50 0.75    1
70.0 0.20 1.50 1.00    3
70.0 0.20 1.50 1.25    5
70.0 0.20 1.75 0.50    1
70.0 0.20 1.75 0.75    1
70.0 0.20 1.75 1.00    3
70.0 0.20 1.75 1.25    5
70.0 0.20 2.00 0.50    1
70.0 0.20 2.00 0.75    1
70.0 0.20 2.00 1.00    3
70.0 0.20 2.00 1.25    4
70.0 0.20 2.25 0.50    1
70.0 0.20 2.25 0.75    1
70.0 0.20 2.25 1.00    3
70.0 0.20 2.25 1.25    4
70.0 0.25 1.50 0.50    1
70.0 0.25 1.50 0.75    1
70.0 0.25 1.50 1.00    3
70.0 0.25 1.50 1.25    5
70.0 0.25 1.75 0.50    1
70.0 0.25 1.75 0.75    1
70.0 0.25 1.75 1.00    3
70.0 0.25 1.75 1.25    5
70.0 0.25 2.00 0.50    1
70.0 0.25 2.00 0.75    1
70.0 0.25 2.00 1.00    3
70.0 0.25 2.00 1.25    5
70.0 0.25 2.25 0.50    1
70.0 0.25 2.25 0.75    1
70.0 0.25 2.25 1.00    3
70.0 0.25 2.25 1.25    5
80.0 0.10 1.50 0.50    1
80.0 0.10 1.50 0.75    1
80.0 0.10 1.50 1.00    1
80.0 0.10 1.50 1.25    4
80.0 0.10 1.75 0.50    1
80.0 0.10 1.75 0.75    1
80.0 0.10 1.75 1.00    1
80.0 0.10 1.75 1.25    4
80.0 0.10 2.00 0.50    1
80.0 0.10 2.00 0.75    1
80.0 0.10 2.00 1.00    1
80.0 0.10 2.00 1.25    4
80.0 0.10 2.25 0.50    1
80.0 0.10 2.25 0.75    1
80.0 0.10 2.25 1.00    1
80.0 0.10 2.25 1.25    4
80.0 0.15 1.50 0.50    1
80.0 0.15 1.50 0.75    1
80.0 0.15 1.50 1.00    1
80.0 0.15 1.50 1.25    4
80.0 0.15 1.75 0.50    1
80.0 0.15 1.75 0.75    1
80.0 0.15 1.75 1.00    1
80.0 0.15 1.75 1.25    4
80.0 0.15 2.00 0.50    1
80.0 0.15 2.00 0.75    1
80.0 0.15 2.00 1.00    1
80.0 0.15 2.00 1.25    4
80.0 0.15 2.25 0.50    1
80.0 0.15 2.25 0.75    1
80.0 0.15 2.25 1.00    1
80.0 0.15 2.25 1.25    4
80.0 0.20 1.50 0.50    1
80.0 0.20 1.50 0.75    1
80.0 0.20 1.50 1.00    1
80.0 0.20 1.50 1.25    4
80.0 0.20 1.75 0.50    1
80.0 0.20 1.75 0.75    1
80.0 0.20 1.75 1.00    1
80.0 0.20 1.75 1.25    4
80.0 0.20 2.00 0.50    1
80.0 0.20 2.00 0.75    1
80.0 0.20 2.00 1.00    1
80.0 0.20 2.00 1.25    4
80.0 0.20 2.25 0.50    1
80.0 0.20 2.25 0.75    1
80.0 0.20 2.25 1.00    1
80.0 0.20 2.25 1.25    4
80.0 0.25 1.50 0.50    1
80.0 0.25 1.50 0.75    1
80.0 0.25 1.50 1.00    1
80.0 0.25 1.50 1.25    4
80.0 0.25 1.75 0.50    1
80.0 0.25 1.75 0.75    1
80.0 0.25 1.75 1.00    1
80.0 0.25 1.75 1.25    4
80.0 0.25 2.00 0.50    1
80.0 0.25 2.00 0.75    1
80.0 0.25 2.00 1.00    1
80.0 0.25 2.00 1.25    4
80.0 0.25 2.25 0.50    1
80.0 0.25 2.25 0.75    1
80.0 0.25 2.25 1.00    1
80.0 0.25 2.25 1.25    4
